EXT1,EXT2,EXT3,EXT4,EXT5,EXT6,EXT7,EXT8,EXT9,EXT10,EST1,EST2,EST3,EST4,EST5,EST6,EST7,EST8,EST9,EST10,AGR1,AGR2,AGR3,AGR4,AGR5,AGR6,AGR7,AGR8,AGR9,AGR10,CSN1,CSN2,CSN3,CSN4,CSN5,CSN6,CSN7,CSN8,CSN9,CSN10,OPN1,OPN2,OPN3,OPN4,OPN5,OPN6,OPN7,OPN8,OPN9,OPN10,EXT1_E,EXT2_E,EXT3_E,EXT4_E,EXT5_E,EXT6_E,EXT7_E,EXT8_E,EXT9_E,EXT10_E,EST1_E,EST2_E,EST3_E,EST4_E,EST5_E,EST6_E,EST7_E,EST8_E,EST9_E,EST10_E,AGR1_E,AGR2_E,AGR3_E,AGR4_E,AGR5_E,AGR6_E,AGR7_E,AGR8_E,AGR9_E,AGR10_E,CSN1_E,CSN2_E,CSN3_E,CSN4_E,CSN5_E,CSN6_E,CSN7_E,CSN8_E,CSN9_E,CSN10_E,OPN1_E,OPN2_E,OPN3_E,OPN4_E,OPN5_E,OPN6_E,OPN7_E,OPN8_E,OPN9_E,OPN10_E,dateload,screenw,screenh,introelapse,testelapse,endelapse,IPC,country,lat_appx_lots_of_err,long_appx_lots_of_err
4,3,3,3,2,3,3,4,3,5,5,3,5,2,4,4,4,3,3,4,2,4,1,5,1,5,2,4,5,4,4,2,4,4,2,2,4,4,4,4,2,3,4,2,4,1,4,2,4,5,4092,4314,1720,2444,2531,1951,4827,2497,4336,3494,2187,3851,1586,17242,3013,2420,1512,3230,2534,2303,4363,3183,12802,1784,5053,1523,2501,3933,1415,2858,2832,3953,2131,4024,3101,5928,4565,13957,2600,3264,2867,3581,30790,2873,1385,2683,1908,2801,1966,2384,2018-05-21T22:58:23Z,1440,900,13,213,9,1,US,38.0,-97.0
4,3,2,5,1,4,2,5,2,3,3,5,3,4,1,2,3,2,3,2,4,3,3,3,5,4,5,2,2,4,4,3,4,1,3,2,5,2,3,4,3,2,2,5,3,3,4,3,2,3,23134,4260,8313,6304,7280,5119,4569,3988,10162,9431,8189,6303,4445,4953,5544,9988,5693,5237,4284,3536,8260,5836,6619,5044,5236,4349,4720,4170,7046,6919,20350,5087,4761,5570,9145,7015,3594,6877,4678,5511,892,25003,5143,6584,6530,6011,4332,6012,6136,3018,2018-08-19T18:49:11Z,375,812,31,342,17,1,US,29.8833,-97.9414
4,2,5,1,5,1,5,2,4,1,1,5,4,3,2,3,1,1,1,1,1,5,1,5,2,5,2,5,4,5,4,4,4,1,3,3,3,2,4,3,5,1,5,1,4,1,5,5,5,4,8993,3166,4029,5941,2444,7953,6084,5169,8550,4998,5761,2234,4691,11648,7197,5276,5098,3004,3404,4275,5153,25860,3399,2928,13221,2209,5878,4497,517024,5720,8612,4854,4217,4922,80993,10446,10398,20146,10797,4336,2882,5824,3091,3665,7919,2990,2366,2634,4566,4317,2018-09-28T01:14:50Z,1680,1050,18,898,12,1,DE,48.1667,11.8167
4,1,3,2,3,1,2,4,1,4,2,3,4,2,3,2,2,2,2,3,2,4,2,4,3,4,3,4,4,4,2,3,3,3,2,4,2,3,2,3,4,1,5,1,4,1,5,2,5,5,6058,1768,3149,2049,3320,2034,5266,2599,7000,4083,1336,5119,1852,1966,2717,2084,3031,1899,1636,1467,2752,2166,1667,1184,9685,2816,3753,5650,2502,1383,4698,2482,2967,1667,1781,3066,2185,2502,2115,2349,7482,4082,3667,3534,4834,3751,2484,6867,2533,2534,2018-07-18T15:18:54Z,1440,900,754,163,9,1,US,40.4999,-105.2647
1,4,2,4,3,4,1,3,2,4,4,2,5,2,2,2,3,4,2,4,1,5,1,4,2,4,0,3,4,4,2,4,5,4,2,4,3,2,4,4,4,2,4,2,3,2,3,3,5,4,6640,3545,2785,3298,4050,2966,7216,5388,3083,2600,25736,3107,2410,3332,3471,3449,3499,2518,2790,2506,3548,2639,2701,3154,3015,2204,0,6235,2601,2815,4216,4294,2636,2133,2297,6096,2132,4199,4346,3030,4416,3696,2369,2669,3849,4171,3565,3199,3448,2331,2018-09-10T20:35:40Z,375,667,4,194,12,2,US,38.0,-97.0
2,3,2,3,4,2,2,3,4,3,4,3,4,1,4,4,4,3,4,4,1,4,2,4,4,4,2,4,3,2,2,4,4,4,2,4,4,2,3,3,4,2,4,2,4,2,3,4,5,4,38744,3516,4795,3083,4735,2380,4177,3617,3579,4465,3250,7719,2949,5726,2953,4495,2803,4498,2716,2647,3166,4470,3027,5860,3061,2426,3224,3003,5150,3371,3383,1940,3372,2258,3195,4797,4211,2740,3683,3765,2749,2986,6770,3017,2382,4280,5389,4180,2965,4349,2017-09-08T04:53:22Z,360,640,11,224,8,1,AU,-33.8666,151.2082
4,1,5,1,5,2,4,2,4,1,2,4,2,3,3,3,4,2,2,2,1,5,2,5,1,5,1,4,5,5,4,3,4,2,3,2,2,2,3,4,4,1,4,2,4,2,4,4,4,4,3424,1263,2763,1571,2695,8935,2129,1490,1433,2646,1394,1570,1576,1699,2332,1531,2646,1765,1344,1303,8834,1192,1449,1982,1331,4553,3804,3658,1195,1556,2023,1877,1524,1539,3478,1802,1612,14945,1028,1051,2758,2279,2470,3409,1167,1539,1530,3647,1279,1442,2018-05-30T17:54:49Z,1440,900,249734,175,10,1,US,38.0,-97.0
3,3,3,3,4,3,4,4,4,5,2,4,4,2,1,2,4,4,1,2,1,5,4,4,2,4,1,4,4,4,2,4,4,2,4,3,3,4,1,3,4,1,4,1,3,1,4,4,4,3,1004,3573,3459,4292,2333,2333,2692,3303,3404,2503,2068,1907,2399,2045,2747,1595,1639,1765,2284,2389,6979,2513,1852,1448,13007,2133,4435,3045,2011,3944,17299,4397,4525,4283,2470,3512,2961,1900,5095,3090,1818,3048,2774,2704,1689,1586,3365,5587,1797,1623,2018-10-11T13:02:21Z,360,740,9,168,8,1,CA,49.2848,-123.1228
1,2,4,4,4,1,1,4,2,3,4,4,4,3,4,4,1,1,3,2,1,4,1,5,1,5,2,4,5,5,3,4,2,2,2,2,4,1,3,3,4,4,4,4,4,1,3,1,5,5,6914,4881,3502,2150,49035,3485,3519,9662,7595,8517,8213,6320,2284,4853,4479,3082,6947,2001,2768,2513,9981,9683,3869,2503,3099,2183,7997,5617,6950,2248,7281,5895,4531,3984,7331,8638,4584,4682,5652,3952,4551,11117,1950,4984,1684,3718,3219,1985,5368,1768,2018-08-12T03:57:59Z,1280,800,11,297,15,1,AU,-27.3,152.6167
3,5,2,3,3,4,2,1,3,2,2,5,4,1,2,3,2,2,3,1,2,3,1,4,3,4,4,3,4,5,4,4,3,1,4,2,4,2,4,4,4,1,4,3,3,1,4,2,3,3,8478,8443,5871,9533,7142,2745,4667,4722,3942,4749,7697,2224,3059,3616,5066,4715,4284,11435,4250,3611,22308,6670,8683,3260,4582,3377,6256,6331,4170,8717,6423,8764,4413,3289,13013,8265,3077,9253,2994,5469,4166,25139,16378,2812,3160,2975,7813,3696,5366,2813,2016-10-12T21:48:40Z,1366,768,752,329,21,30,KZ,48.0,68.0
2,3,2,3,3,4,1,2,2,0,2,2,4,5,2,3,5,5,5,5,4,1,3,3,4,3,5,3,2,4,3,1,5,4,3,2,4,3,4,2,3,1,4,3,3,2,4,3,4,3,4966,2545,2604,1215,2460,4516,5569,5188,3098,0,5233,2037,1500,1732,3229,6541,2217,1752,1711,1630,4482,1912,3370,7279,4448,2754,3689,4540,4129,8201,1994,5124,4020,7756,6519,9287,2420,3577,1670,4694,5076,11672,1789,2788,2338,2298,3963,3011,2592,2936,2017-02-13T05:40:45Z,1366,768,17,191,24,1,GR,37.9667,23.7167
4,3,4,3,4,2,4,4,3,4,4,3,4,2,1,2,4,2,4,2,2,3,4,4,2,4,2,4,4,3,2,2,3,2,2,2,3,3,2,3,4,2,3,2,4,2,4,4,4,4,26416,8727,4312,12827,2912,4160,3425,8440,6928,10256,752,24266,2855,5457,4336,6695,15645,4319,5937,3263,21863,27896,5304,5528,28300,10264,7120,8977,3917,7296,18333,4609,28857,7512,30825,6648,10176,5120,2920,6201,5009,5712,3943,26007,44370,5576,10432,5464,4823,9264,2018-05-20T18:31:38Z,1920,1080,6,533,11,67,AU,-41.1603,146.1824
3,1,4,3,4,1,3,3,3,4,5,2,5,4,4,4,4,4,4,2,1,5,2,5,1,5,1,5,5,5,4,2,4,2,2,2,4,3,5,3,4,3,4,4,4,2,4,2,5,5,7107,5555,16411,2945,3391,4441,16870,4678,4698,11723,7107,2157,2300,3576,3180,3833,2629,2214,1819,2021,5711,2206,7632,413242,2371,1128,3236,8529,4363,2588,4104,3976,3870,3364,5075,4969,2752,6613,2118,6505,7425,2676,6199,8242,1868,2725,3062,4282,2801,1520,2018-05-07T01:08:14Z,1366,768,3,646,19,1,DK,55.3935,10.3949
1,5,2,4,2,3,1,5,2,5,2,5,2,3,2,3,1,1,3,3,1,5,3,4,1,4,1,3,3,3,4,2,5,2,2,1,3,3,5,3,5,1,3,1,4,3,5,4,5,3,6483,3342,18757,8512,12121,7191,14491,2881,6961,6639,5489,4677,21197,13326,6112,10065,9851,2313,5545,4495,3599,2697,14576,14531,7467,5135,2881,10181,10112,5237,4836,6882,3190,16821,9110,11000,8136,30257,5504,45779,7513,6301,2900,8585,6165,5985,4993,4908,3488,2606,2017-09-04T11:59:23Z,1366,768,8,476,15,1,US,28.6611,-81.3656
3,3,4,2,3,1,3,3,3,3,3,4,4,2,2,4,3,4,3,3,3,3,3,4,3,3,2,2,4,4,4,4,5,1,3,2,2,2,2,4,5,1,5,1,4,1,5,4,3,5,10014,7605,6248,8935,7075,5672,8920,4531,9273,4987,5717,6370,5189,952,3489,7316,4513,4541,4851,4241,28686,6603,11756,6349,6476,5885,7552,6114,5792,5000,10508,8471,4644,16585,8645,13599,5408,4608,3609,5263,4705,6762,3537,6673,6701,3887,5095,4826,7151,4572,2018-10-10T01:50:29Z,360,640,35,348,16,1,GB,50.9405,-1.4092
1,3,1,3,1,1,1,3,3,1,3,2,3,2,4,2,1,1,1,2,4,1,5,2,3,5,1,1,3,3,2,2,5,1,2,2,3,3,2,1,2,1,3,3,1,3,2,2,2,3,19819,3153,5896,3818,4025,42884,2920,3018,2610,555,3887,2698,3493,2999,2743,2887,2691,1643,2038,737,984,3151,6415,5755,3641,3330,3263,2022,1649,3200,15394,866,3481,3187,2790,4612,3081,2005,1160,1744,3478,960,1346,4730,3142,3273,2304,881,1126,1054,2017-03-04T12:20:34Z,360,640,59,214,8,1,MX,19.43,-99.13
2,2,4,1,3,3,1,4,3,4,4,5,2,2,2,2,2,2,5,5,2,4,4,5,2,5,1,5,2,4,2,2,5,2,2,2,5,4,4,2,5,1,5,1,5,1,4,4,5,5,3279,2805,2356,8512,2222,4038,2717,8201,2753,5639,2001,4404,4154,3451,9076,7806,1390,8309,2650,1852,3470,4352,4191,1832,1433,2855,2406,2902,4156,1082,3137,4619,1134,86290,6721,2953,2285,2185,3704,5828,4436,3085,2917,2941,2100,1533,2086,4856,2612,4467,2017-05-10T10:34:29Z,1280,800,2,267,6,1,US,33.1387,-116.9849
1,2,3,2,2,3,1,3,3,3,1,4,4,3,1,2,2,2,2,2,3,3,4,3,3,2,3,3,3,3,4,4,4,2,2,2,3,2,3,3,4,2,4,3,3,2,4,4,5,4,5870,767,6039,3006,4795,868,5018,3309,8566,14224,2685,849,2235,8674,9904,6468,3021,6159,1502,12427,3466,4791,4844,2917,5912,3256,2581,5876,4938,2567,2838,5489,4335,3995,2934,6565,2234,6737,25233,16684,6453,3065,4742,6581,5884,2861,3539,3942,8531,3232,2017-01-05T07:11:04Z,768,1024,5,276,21,139,US,38.0,-97.0
1,4,2,4,2,2,1,4,3,4,3,3,3,2,2,2,2,2,3,2,2,2,2,3,3,3,4,2,4,2,3,4,4,2,2,3,4,3,1,4,4,2,4,1,3,2,3,2,4,4,5324,5022,5327,65445,2953,6015,3423,2509,11190,2120,22496,17328,2354,4002,1065,3399,2543,2208,3845,4053,6915,7858,2397,2519,3145,6475,5020,4173,10335,2629,3145,214867,2537,34030,3266,10851,3701,3869,5122,3797,4585,3647,3820,7226,13781,3881,3092,6284,2551,4088,2018-04-17T23:52:50Z,360,640,4,566,11,1,AU,-27.0,133.0
5,1,3,1,5,1,1,4,5,4,5,2,5,1,1,5,5,5,5,5,4,5,4,4,2,4,2,4,4,3,1,5,2,5,1,5,1,4,2,3,5,1,5,1,3,1,5,5,5,5,2389,967,2881,1333,1577,1784,4727,1717,2301,1184,1349,1779,2186,1417,1090,1106,1101,1286,2654,1183,3102,1319,2936,1703,4084,3399,853,4753,1089,2001,1270,1603,2373,1533,3391,4184,1299,1418,2153,1781,1288,2340,976,2518,1151,1317,1704,1168,699,1584,2016-03-14T06:32:31Z,1280,800,2,98,4,1,CA,45.6167,-61.9667
2,2,3,4,2,2,5,5,1,5,3,2,4,3,4,3,5,3,3,0,1,4,1,5,1,5,1,5,5,3,3,4,2,2,5,5,5,3,4,3,2,3,5,3,3,1,3,1,5,3,3406,2984,1838,1971,1799,4441,5129,2127,1831,1361,1406,3373,1199,1454,1737,15650,2094,1842,1226,0,2364,2406,2422,1074,3335,1206,1933,1563,1258,2464,1799,2117,1359,1722,1500,1877,1624,2089,2883,1637,2593,2122,1302,2126,939,2538,2343,2904,1557,4715,2018-03-13T03:43:23Z,768,1024,4,121,10,1,AU,-27.0,133.0
1,3,4,4,1,2,1,2,4,5,5,3,4,4,2,1,3,2,1,2,2,5,2,4,2,2,3,4,4,1,4,5,5,4,1,5,4,4,1,4,5,1,5,1,4,1,3,4,5,4,3056,3182,2590,6026,1500,3425,2366,11210,7293,3220,4758,6305,1521,3102,5109,3167,5076,4286,3278,23637,6721,3018,3555,7834,3034,9701,4400,4700,3936,2410,2951,2899,8114,3678,1986,3381,9433,9159,3693,2935,1676,4295,2529,5050,24531,8368,6503,2635,2435,14435,2017-09-27T10:30:00Z,768,1024,3,284,20,95,US,33.8353,-117.9145
4,2,5,1,5,1,5,3,4,2,3,4,4,3,3,3,3,3,3,2,1,5,2,5,4,4,1,4,5,5,4,2,5,3,4,4,4,3,4,5,4,1,5,1,5,1,5,2,4,5,53528,9141,2559,3384,1256,1960,7206,4736,3247,3202,1392,5075,2689,2321,3240,1972,3541,3121,3553,2048,3315,9740,6712,2397,2329,3103,3190,2635,2927,3315,11743,3279,5365,4204,2848,3113,2384,12969,2310,1787,3585,4278,2878,5973,4268,3061,4465,3068,3332,2847,2018-03-22T23:46:49Z,1920,1080,8,250,16,2,US,38.0,-97.0
1,3,4,4,2,4,1,3,4,5,4,5,5,1,5,2,4,1,4,4,1,2,1,5,2,5,4,3,5,3,1,5,2,3,1,3,2,5,2,3,1,3,4,1,3,1,4,1,5,3,8420,2365,4934,4583,8186,3484,717,5500,57792,2634,3350,5536,1983,22303,2883,8054,2701,22688,2632,8251,9375,16637,2632,2101,15286,1601,4584,669,1900,4118,4625,27321,3219,2700,2249,4616,11302,38722,3617,828,3266,9082,3666,6034,11034,7063,7032,6714,3001,2056,2018-05-15T09:26:42Z,414,736,8,397,13,3,US,38.0,-97.0
3,4,3,4,1,3,3,3,3,5,4,4,4,4,3,4,5,4,2,3,3,4,2,3,3,3,3,3,3,3,3,3,5,2,4,3,3,3,4,4,4,4,4,3,5,2,3,4,5,5,62147,1213,1740,137508,3679,6755,7526,1545,6761,57073,10469,2002,6055,1235,1613,8555,41614,11494,6532,4183,18254,1364,13065,8746,25524,47714,1154,1184,7338,37791,12085,1778,20328,475,28694,2088,2063,34108,4607,7560,52140,2962,23783,10053,7000,9557,5217,3074,7139,5302,2017-02-14T05:15:08Z,360,640,5,798,14,17,CO,4.5981,-74.0758
4,1,5,3,3,1,3,3,4,3,4,4,5,5,3,4,4,3,4,1,1,5,1,4,2,5,1,4,4,4,5,1,5,1,5,1,5,1,5,5,3,3,3,3,4,2,3,2,2,3,18918,2825,1855,8273,2239,18567,3395,3644,3292,2189,2954,4061,6151,1102,2306,2941,1654,2072,1356,5867,5465,2190,10095,1738,3378,1370,2240,3978,2691,2123,20711,3392,1336,2440,1970,2190,1385,15677,2156,3042,1353,4312,2640,34931,2057,18852,2523,2557,2420,1603,2017-01-30T08:00:18Z,1440,900,19,260,18,58,CA,51.7833,-114.1
5,1,4,1,5,1,4,2,5,1,3,3,4,2,2,3,2,3,2,2,2,4,1,4,2,4,2,4,4,4,4,3,4,3,3,2,3,3,3,4,4,1,4,4,5,2,4,4,4,4,4743,2686,1583,5518,2953,1819,1749,1682,3600,1717,3652,2367,1483,1733,2050,2218,7751,1383,3601,1299,3832,1681,2018,3450,2863,2449,3118,3650,2434,2383,3151,2367,2500,1801,1351,3033,1733,1684,1716,2735,2899,4301,2633,1951,2417,2267,1536,1834,2567,1302,2016-07-27T13:16:15Z,1440,900,21,130,4,4,US,30.5795,-84.2055
4,2,4,1,5,2,5,5,4,1,2,2,2,4,2,2,4,2,2,1,1,4,5,3,2,4,2,5,3,1,4,5,4,4,4,5,3,2,2,4,5,1,5,1,4,1,5,5,5,5,6320,4992,4712,3192,3018,3330,1728,1832,1472,3496,3112,5840,1736,5072,1626,1128,1784,1890,1464,878,6380,2410,3976,2818,2742,1336,2518,2400,5032,2512,1720,5134,872,3520,1584,4424,3240,800,1672,4320,2344,1848,1408,7406,1926,5904,2120,1806,3464,1922,2018-03-25T23:48:27Z,1360,768,32,149,11,1,CA,51.0809,-114.1616
3,1,5,1,5,1,4,3,2,2,3,2,4,1,4,4,4,3,4,1,1,5,2,4,1,5,2,3,4,5,4,1,4,1,3,3,5,2,4,2,2,1,4,4,4,1,5,2,4,4,3056,2838,2136,2759,2959,2298,3621,3179,1765,2140,2475,2231,2001,2034,2152,2999,1892,1543,1955,1614,2530,2962,1708,2010,3236,1920,3795,4298,1450,3174,3148,2911,4096,2425,2236,2342,5202,2420,1270,2262,1615,1764,3535,4109,1994,4351,4699,4743,3330,1254,2018-08-21T12:23:39Z,1366,768,13,142,60,77,US,33.767,-118.1892
4,1,5,4,5,2,5,3,4,2,2,2,4,2,4,2,2,2,3,2,5,5,2,5,1,3,2,5,4,3,5,4,4,1,4,4,3,1,5,5,3,3,4,2,4,2,4,3,5,4,5376,1232,1537,1528,3264,2216,1705,2824,2297,2480,1784,2544,1952,1680,2048,2784,5960,1864,3391,1648,1704,1752,1768,1776,4272,1912,3528,1920,5448,1800,3143,1888,1976,1848,2744,2400,1312,2208,3087,1664,2792,1887,1728,2184,2984,1759,2464,1407,2144,3040,2017-09-19T00:02:51Z,1920,1080,4,124,5,9,PH,14.5833,120.9667
3,1,4,4,4,2,4,5,2,3,4,3,4,1,4,2,4,3,3,4,1,5,1,5,1,5,2,5,5,5,4,5,3,4,2,4,3,4,3,3,5,1,1,2,5,4,5,4,5,4,5531,3051,3546,751,3925,2540,2862,4288,2176,1035,4225,4617,2276,2892,4924,7397,5480,2565,4260,2404,5001,2430,2528,8603,3275,756,6455,2613,580,7465,7335,3325,3280,2928,577,3090,1892,2412,3085,6885,5488,4092,2800,2744,5494,946,2601,4630,6718,4178,2016-05-10T14:04:18Z,360,640,8,186,9,1,US,38.0,-97.0
3,2,2,3,2,2,1,3,3,4,4,1,5,2,5,4,2,3,5,3,1,5,1,5,1,5,2,5,5,5,5,3,5,3,3,5,5,1,4,5,4,3,5,1,5,1,2,3,5,5,9156,2846,3624,3615,6604,3060,7596,5351,3144,2182,4900,4639,7982,2389,3706,4687,3678,2201,2030,2897,4840,4374,2843,2175,8432,3597,3187,4151,3213,3076,2862,5492,3225,3401,5311,4959,2553,18159,1930,5726,5233,26325,1320,5726,7838,3435,4008,2780,13224,1893,2017-01-06T10:01:50Z,1536,864,3,253,19,2,US,48.0518,-122.1771
4,5,4,2,4,3,3,2,4,2,2,4,3,3,4,2,2,2,2,2,4,2,3,2,2,4,4,3,4,2,2,5,2,4,2,3,2,2,3,3,4,3,4,3,2,2,4,4,4,2,6824,3698,6360,1845,2118,2252,4035,2309,1166,2796,4359,1120,3024,6027,1564,1204,1828,1925,875,8957,4896,1195,2890,3244,5851,2634,1967,3991,2150,1825,2022,4714,1618,10529,2105,3381,1667,1065,1540,3112,2628,2415,2591,4390,3566,3480,1686,16361,1717,2610,2017-05-02T14:29:50Z,768,1024,3,169,11,1,NL,52.3667,4.9
4,1,2,4,3,4,1,4,4,5,5,4,5,3,5,4,3,3,5,3,2,2,4,4,4,5,4,3,4,4,2,4,4,5,1,3,4,4,2,3,4,2,3,3,4,2,5,4,5,4,61029,8899,2334,1764,2516,1917,1616,2906,2021,2651,5333,3296,6321,2193,4305,1700,1734,1718,3452,4116,4532,2047,818,1900,2401,3571,1818,2518,1813,2347,1000,1806,2099,1924,3133,4145,2133,1598,2836,2149,484,4882,2999,1650,2328,2334,1893,3049,865,1633,2016-10-02T16:39:01Z,320,568,3,193,16,2,US,27.3174,-80.3488
5,1,4,1,5,1,5,1,4,2,1,1,5,5,4,5,2,3,5,1,1,5,5,5,1,1,1,2,5,5,1,2,1,3,1,3,1,2,1,2,3,1,5,1,5,1,5,4,5,5,10907,6231,7970,4239,3849,3273,11015,4870,4882,8879,12113,7101,3467,10694,9146,5394,6424,3252,1000,4347,7606,1103,4802,4571,3836,3701,4782,4785,3444,6571,3996,9941,4906,10282,1132,7661,4768,108350,4064,4619,4248,8104,3466,4302,4012,1160,4068,3264,4653,4428,2016-09-15T18:29:56Z,320,568,12,380,32,1,US,41.5382,-72.807
2,3,3,3,2,2,2,4,2,4,4,3,4,2,3,4,4,3,4,2,2,5,2,4,2,4,2,4,4,3,4,3,4,2,3,2,3,2,3,4,4,3,4,2,4,2,4,3,4,4,8295,6986,15259,5010,2807,4885,4582,3821,6781,2594,6065,3601,3251,3255,4489,10359,3915,4752,4204,5344,4449,4664,10982,4056,4224,3657,3155,4323,10098,3499,5711,7435,3435,5642,4590,5509,3046,6738,5035,8989,3207,14436,4784,5721,3107,2727,5273,5167,3393,3759,2016-09-02T03:27:38Z,412,732,8,272,12,1,NZ,-36.8641,174.7621
3,2,4,2,4,3,4,2,4,3,2,4,3,4,2,1,2,2,2,1,1,4,3,4,1,4,2,4,4,3,3,4,2,3,2,3,3,2,3,3,4,2,3,1,4,2,3,3,4,4,9321,4641,2903,2848,2828,3467,3181,3753,5471,3915,2854,4042,3569,4263,2928,3649,2589,1791,3172,2419,6058,2501,2364,4416,4548,2719,2773,2934,2504,3449,2617,3966,4093,2739,2741,3398,6988,2084,2392,4021,2324,3992,3321,8410,2365,4404,3365,2588,2612,2394,2018-01-26T20:25:13Z,375,667,4,180,9,1,US,42.2626,-71.8023
2,3,2,2,2,2,2,5,1,5,4,2,5,4,3,4,5,2,5,2,1,4,2,4,2,5,2,4,3,4,5,1,5,1,5,1,0,1,5,5,5,1,4,2,4,2,3,5,5,4,5615,2026,1665,2532,4206,2354,2597,1530,2130,818,1056,1442,1425,4767,2516,2364,1266,1793,1023,1490,3564,2300,1826,1521,2146,5175,4965,3979,2956,4981,1169,1256,1458,2827,3949,1954,0,1234,2244,1467,4400,2564,1226,3804,1090,2433,2540,1941,4213,1088,2018-07-19T11:01:56Z,1920,1080,16,122,6,1,US,41.5471,-93.6668
2,5,3,4,2,3,2,5,2,5,3,3,2,4,2,4,3,3,5,2,4,2,2,3,5,2,4,2,4,3,5,1,4,1,5,1,5,3,5,5,4,2,2,3,4,3,4,4,5,3,18113,2092,3315,2804,2812,2508,3924,2512,2948,1680,2692,2980,3916,4828,3964,3004,2644,2212,1380,2812,3436,3540,3468,2956,5424,2820,3036,3192,2884,3172,2900,3924,3490,3724,2060,4888,2492,3628,2816,3372,3012,3476,5168,2964,3172,3194,5968,2716,1716,1860,2018-01-30T11:03:00Z,1600,900,3,175,13,6,US,35.0443,-106.6729
5,1,4,3,4,4,3,5,3,2,4,5,3,1,1,2,3,4,1,2,1,5,1,5,2,5,1,5,5,4,2,5,5,1,1,2,4,5,3,5,5,1,3,1,4,1,4,4,3,5,21840,918,11243,10370,3501,5268,9164,20358,20435,4200,14176,19957,16649,6598,7648,14196,10375,23121,3846,8745,6611,9139,3932,3546,6477,2670,4562,8262,19654,3871,5063,10932,3566,37722,24925,19437,4867,14867,3949,833,5707,7216,6998,6368,7245,5774,1413,4265,5821,16042,2018-09-10T04:35:38Z,375,667,14,497,16,1,GB,51.5,-0.13
3,4,4,4,4,3,3,4,2,3,2,3,4,2,2,2,3,3,2,4,2,5,1,4,2,3,2,4,3,4,2,4,5,3,2,5,4,2,2,4,5,1,4,1,4,2,4,4,5,4,17452,12941,4751,4558,6350,3023,699,851,839,3707,5588,8062,34807,9020,6123,15883,3198,3947,7392,1203,5086,4305,8351,2238,6157,24465,4759,5381,13487,1590,11274,4628,4301,16717,5048,14518,13501,6189,889,6055,3657,4265,4866,6054,3749,3261,5770,5762,7239,11008,2017-02-23T09:03:22Z,768,1024,17,367,12,2,US,38.0,-97.0
2,2,4,3,4,1,3,3,3,2,2,3,4,1,1,1,1,1,2,1,1,5,1,5,1,5,1,3,4,5,5,5,5,1,3,4,3,1,4,5,4,1,4,1,5,1,5,4,4,4,11827,8118,5479,4286,4367,4650,4910,3352,3741,7432,9934,6098,4383,7771,6118,3317,13937,2384,3902,2235,2840,4200,11554,4601,2669,3386,2375,5200,2789,6417,2471,2850,2366,3246,5967,6081,4766,2849,8761,2283,2584,20625,4517,3034,2616,4287,4280,3744,5834,5332,2016-08-17T10:22:32Z,414,736,52,264,69,1,US,38.0,-97.0
4,1,3,2,3,2,3,3,4,3,5,2,5,5,3,5,4,4,4,4,2,4,2,5,2,4,2,4,5,3,2,4,4,4,1,4,3,3,3,2,3,3,3,3,4,2,3,3,4,3,4892,2692,1999,3230,3954,3338,4430,494,1937,5419,3568,2124,2320,2345,2058,2000,917,2022,4946,1730,6640,1914,2440,1945,3770,1500,6607,2576,1927,41673,3618,61745,1502,2780,1938,2864,2195,1872,3000,3611,2764,4021,1786,2744,3786,3786,4421,3896,1428,2224,2017-04-10T05:01:11Z,1536,864,34,244,13,1,US,38.0,-97.0
3,2,5,2,5,2,3,1,5,2,4,2,5,3,5,2,5,5,5,3,1,4,2,5,2,5,2,3,5,3,2,5,4,4,1,5,3,5,3,2,3,3,4,2,3,1,4,3,4,3,6674,5690,5274,3962,4320,9600,3826,5686,23166,6148,3081,3573,2325,2833,4583,3432,6756,2748,3360,5403,8250,2545,3064,3576,9263,1336,3740,13328,2077,3354,4504,4452,6472,2086,1618,3747,4625,22906,2581,5062,3240,11610,2069,3698,7103,3958,8663,2433,4286,4348,2016-05-11T19:46:19Z,1366,768,5,275,10,90,NZ,-41.0,174.0
1,4,3,4,4,2,3,4,2,4,3,4,3,4,2,1,2,1,3,1,2,4,2,4,2,4,2,4,3,3,4,2,3,2,2,2,4,3,4,4,3,3,4,3,3,1,3,1,4,3,6457,2803,4335,3798,2198,6074,4756,2711,3351,1363,5346,2698,8141,7705,3480,4332,2220,8465,3082,1915,4880,3950,3291,2775,8086,7616,10113,4348,7444,2254,10668,6244,3990,2980,4338,4872,2531,4756,1820,4182,4963,3910,3097,3340,4438,4010,2675,1619,5493,3092,2018-08-23T13:26:56Z,1366,768,32,224,15,2,US,26.0206,-80.2444
4,1,4,1,5,2,5,1,5,1,2,5,2,5,2,3,3,2,1,1,3,4,2,1,4,3,3,5,3,5,3,3,4,2,1,4,4,3,3,4,3,3,4,2,3,1,3,3,1,4,3708,2626,3358,4353,3069,2770,7710,1931,936,1555,1572,3553,3959,2537,5086,2721,1698,3890,2153,1235,3038,2587,8020,2306,6032,1775,3166,2307,2877,2886,3728,2884,5625,4294,2596,4672,1670,2479,4043,3792,1322,3754,2826,4690,5415,3031,9131,3802,2131,2008,2016-11-07T06:30:46Z,1366,768,60,170,13,1,US,33.941,-83.4341
